Unnamed: 0,roi_name,text,text_prompt,number,location,shape,size,color
219,cju5v8pgplg6k0755rvi2t63h.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the center of the image.",1,7,2,3,2
220,cju418rckl3ur08012psrx1r1.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
221,cju30qbm1ad3x0855znuhpz9u.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
222,ck2da7fwcjfis07218r1rvm95.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""brown""}","1 round small brown polyp areas, located in the center of the image.",1,7,13,3,7
223,cju8auylgqx0z0871u4o4db7o.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""large"", ""color"": ""red""}","1 circle large red polyp areas, located in the center of the image.",1,7,5,0,6
224,cju88msmoo3470817m441j4sg.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""yellow""}","1 oval small yellow polyp areas, located in the top left of the image.",1,8,2,3,0
225,cju83vvmik9wa08710yeh7cuk.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
226,cju8dm2cau2km0818jsv9eeq2.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
227,cju17otoe119u0799nqcbl8n1.jpg,"{""number"": 1, ""location"": ""lower left"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the lower left of the image.",1,43,13,0,2
228,cju1g20bdwq6u0835e16xugcd.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
229,cju3v664kh0px0818y4y7wolf.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the center of the image.",1,7,2,0,2
230,cju2rkjfwoxys0993x768l1j2.jpg,"{""number"": 1, ""location"": ""middle of the stomach"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the middle of the stomach of the image.",1,39,2,0,2
231,cju2qu37qobl50993aw7ghcfq.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""yellow""}","1 oval small yellow polyp areas, located in the center of the image.",1,7,2,3,0
232,cju1cvkfwqrec0993wbp1jlzm.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
233,cju34ouumcznz07996gg1xq7v.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
234,cju2qh5le1ock0878oahaql7d.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""heart"", ""size"": ""large"", ""color"": ""pink""}","1 heart large pink polyp areas, located in the middle  of the image.",1,15,7,0,2
235,cju2wtwj87kys0855kx6mddzw.jpg,"{""number"": 1, ""location"": ""lower left"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""yellow""}","1 round small yellow polyp areas, located in the lower left of the image.",1,43,13,3,0
236,cju88aq6vo1ij0755c2ey7z7n.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the center of the image.",1,7,2,0,6
237,cju6ywm40wdbo0987pbftsvtg.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
238,cju2rnkt22xep0801as160g9t.jpg,"{""number"": 1, ""location"": ""left"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the left of the image.",1,34,2,3,6
239,cju87nkyrnb970801q84m47yt.jpg,"{""number"": 1, ""location"": ""lower right"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the lower right of the image.",1,24,2,3,2
240,cju171py4qiha0835u8sl59ds.jpg,"{""number"": 1, ""location"": ""lower left"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the lower left of the image.",1,43,2,0,2
241,cju7bgnvb1sf808717qa799ir.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
242,cju76lsehyia10987u54vn8rb.jpg,"{""number"": 3, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",3,7,13,3,1
243,cju34o6dbd2lo0855aqlcy1hs.jpg,"{""number"": 1, ""location"": [0.49, 0.1, 0.75, 0.32], ""shape"": ""round"", ""size"": ""small"", ""color"": ""brown""}","1 round small brown polyp areas, located in the top right of the image.",1,13,13,3,7
244,cju5vgawslbe30987ndeepc1b.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
245,cju3x9lttikfb0818a0g104zn.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the center of the image.",1,7,2,0,2
246,cju2tqfgw4oat0799rn0g5b2z.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
247,cju7er4kc2opa0801anuxc0eb.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
248,cju33belnbyhm0878yxl42233.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the top left of the image.",1,8,13,3,6
249,cju35ldepdtlm0801yv79y8vu.jpg,"{""number"": 1, ""location"": [0.15, 0.14, 0.44, 0.41] , ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the top left of the image.",1,8,2,3,6
250,cju41lojblbs307555jdci937.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
251,cju43in5fm22c08175rxziqrk.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the center of the image.",1,7,2,0,2
252,cju3521y5d5mq0878t3ezsu4p.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the center of the image.",1,7,2,0,6
253,cju8aeei7q8k308173n9y4klv.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the middle of the image.",1,11,13,3,2
254,cju8bk8oirjhw0817hgkua2w8.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the top left of the image.",1,8,13,0,6
255,cju7epwj82koz098713apjnzo.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
256,cju34repocy5208780gswillm.jpg,"{""number"": 1, ""location"": ""lower left"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the lower left of the image.",1,43,13,0,2
257,cju2qfie4rvz508357kad9z5o.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the center of the image.",1,7,2,0,6
258,cju5udcufki0s09874ll1dbr5.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
259,cju8aqq8uqmoq0987hphto9gg.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
260,cju2lz8vqktne0993fuym6drw.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
261,cju8dic9mtppa0987swn23wbc.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the left side  of the image.",1,0,13,0,6
262,cju5b9oyda4yr0850g9viziyv.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
263,cju1d50a94qf50855wsowacrc.jpg,"{""number"": 1, ""location"": ""lower right"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the lower right of the image.",1,24,2,3,6
264,cju1d31sp4d4k0878r3fr02ul.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",1,7,13,3,1
265,cju2oq5570avm079959o20op1.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the center of the image.",1,7,2,0,6
266,cju45ty6zn9oz0850qy4qnck1.jpg,"{""number"": 1, ""location"": ""nose"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the nose of the image.",1,30,2,3,2
267,cju2qz06823a40878ojcz9ccx.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
268,cju3y9difj6th0801kd1rqm3w.jpg,"{""number"": 1, ""location"": ""right side of the image"", ""shape"": ""heart-shaped"", ""size"": ""small"", ""color"": ""red""}","1 heart-shaped small red polyp areas, located in the right side  of the image.",1,26,4,3,6
269,cju8alhigqn2h0801zksudldd.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
270,cju76l27oyrw907551ri2a7fl.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
271,cju8bm24yrrdp081829mbo8ic.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
272,cju7fazv92ywx0755xov2erga.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""brown""}","1 round small brown polyp areas, located in the center of the image.",1,7,13,3,7
273,cju1h89h6xbnx08352k2790o9.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
274,cju0vtox5ain6099360pu62rp.jpg,"{""number"": 1, ""location"": [0.3, 0.21, 0.51, 0.45] , ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the top left of the image.",1,8,13,3,1
275,cju15mhjczc8z0801kit5c6di.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
276,cju87r56lnkyp0755hz30leew.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
277,cju1dfeupuzlw0835gnxip369.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
278,cju2qxxko229x08786gvxxhur.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""yellow""}","1 round large yellow polyp areas, located in the middle  of the image.",1,15,13,0,0
279,cju2yw4s7z7p20988lmf2gdgd.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
280,cju88fpm4o0tl0871w1i6a4ds.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""red""}","1 circle small red polyp areas, located in the top left of the image.",1,8,5,3,6
281,cju6v5ilsv8hk0850rb5sgh6o.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
282,cju1gv7106qd008784gk603mg.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the middle  of the image.",1,15,13,0,6
283,cju5wkonqlrl409877y8zvnub.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
284,cju5ht88gedbu0755xrcuddcx.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the middle of the image.",1,11,13,0,2
285,cju5wrrs0m2af0818vmnajbtw.jpg,"{""number"": 1, ""location"": [0.52, 0.52, 0.73, 0.71] , ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the bottom right of the image.",1,9,13,3,1
286,cju7aqkue1i2k09879uzcpt8r.jpg,"{""number"": 1, ""location"": [0.79, 0.21, 0.99, 0.55], ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the top right of the image.",1,13,13,3,1
287,cju1ddr6p4k5z08780uuuzit2.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the center of the image.",1,7,2,3,6
288,cju5chrxxawka0871qcj171yz.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
289,cju334jzo261t0835yqudnfs1.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
290,cju2trbpkv0c00988hxla5dzz.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
291,cju7crgxa28550755wbsgqkel.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
292,cju8b2rmgr52s0801p54eyflx.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the middle  of the image.",1,15,2,3,2
293,cju7dtb1e2j0t0818deq51ib3.jpg,"{""number"": 1, ""location"": ""lower right side"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the lower right side of the image.",1,20,2,0,2
294,cju2xlcqxy9c60988vjacdznb.jpg,"{""number"": 1, ""location"": ""top left corner"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the top left corner of the image.",1,33,2,0,6
295,cju8bafgqrf4x0818twisk3ea.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""orange""}","1 oval large orange polyp areas, located in the center of the image.",1,7,2,0,1
296,cju7et17a2vjk0755e743npl1.jpg,"{""number"": 1, ""location"": [0.33, 0.62, 0.5, 0.91] , ""shape"": ""circle"", ""size"": ""small"", ""color"": ""orange""}","1 circle small orange polyp areas, located in the bottom left of the image.",1,3,5,3,1
297,cju6wuojavt740818b5qcv3iw.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
298,cju2zr3c3vwb00993jn06bbaz.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",1,7,13,3,1
299,cju2m56cryvqd0801gtn2yp8t.jpg,"{""number"": 127, ""location"": ""top left"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the top left of the image.",21,8,13,3,1
300,cju1d96gsv62d09881b3wecw2.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""polyp"", ""size"": ""large"", ""color"": ""red""}","1 polyp large red polyp areas, located in the left side  of the image.",1,0,8,0,6
301,cju42wamblrqn098798r2yyok.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
302,cju5eyfe9cpk90987laa7tsl3.jpg,"{""number"": 3, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",3,7,13,3,6
303,cju2omjpeqj5a0988pjdlb8l1.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""red""}","1 oval small red polyp areas, located in the top left of the image.",1,8,2,3,6
304,cju5vutu7ll8w0871dfp92n9p.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
305,cju6x0yqbvxqt0755dhxislgb.jpg,"{""number"": 1, ""location"": ""lower left"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the lower left of the image.",1,43,13,0,6
306,cju426tomlhll0818fc0i7nvh.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the center of the image.",1,7,13,3,6
307,cju8402x1kcy70801t6kz6bdi.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
308,cju13fwthn9mq0835gacxgy01.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
309,cju87mrypnb1e0818scv1mxxg.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the center of the image.",1,7,2,3,2
310,cju1alwgo30z60855fm3y23sm.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the middle of the image.",1,11,13,0,2
311,cju88z8bson4h0871nnd7fdxo.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
312,cju30xqmh0ni00835ix3batv1.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the left side  of the image.",1,0,2,3,2
313,cju6ut4l8va6y0755tyw3vfqq.jpg,"{""number"": 1, ""location"": [0.56, 0.52, 0.76, 0.71] , ""shape"": ""round"", ""size"": ""small"", ""color"": ""red""}","1 round small red polyp areas, located in the bottom right of the image.",1,9,13,3,6
314,cju8bj2ssrmlm0871gc2ug2rs.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",1,7,13,3,1
315,cju2hqt33lmra0988fr5ijv8j.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
316,cjyzjzssvd8pq0838f4nolj5l.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""curved"", ""size"": ""large"", ""color"": ""orange""}","1 curved large orange polyp areas, located in the center of the image.",1,7,0,0,1
317,cju5x7iskmad90818frchyfwd.jpg,"{""number"": 1, ""location"": ""left side of image"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the left side  of the image.",1,0,13,3,2
318,cju8cj10qsrau0871o2dr6ai1.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""large"", ""color"": ""orange""}","1 circle large orange polyp areas, located in the center of the image.",1,7,5,0,1
319,cju2np2k9zi3v079992ypxqkn.jpg,"{""number"": 1, ""location"": ""middle"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the middle of the image.",1,11,2,3,2
320,cju1hirfi7ekp0855q0vgm9qq.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
321,cjyzkmjy8evns070165gf9dmq.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""orange""}","1 round large orange polyp areas, located in the center of the image.",1,7,13,0,1
322,cju1gi7jlwyld0835cdf6g6qz.jpg,"{""number"": 1, ""location"": [0.38, 0.3, 0.62, 0.51] , ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",1,7,13,3,1
323,cju87kbcen2av0987usezo8kn.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""heart"", ""size"": ""small"", ""color"": ""pink""}","1 heart small pink polyp areas, located in the top left of the image.",1,8,7,3,2
324,cju17v6ih0u7808783zcbg1jy.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the left side  of the image.",1,0,13,0,2
325,cju1egh885m1l0855ci1lt37c.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""pink""}","1 oval small pink polyp areas, located in the middle  of the image.",1,15,2,3,2
326,cju7d4jk723eu0817bqz2n39m.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the center of the image.",1,7,2,0,6
327,cju1fm3id6gl50801r3fok20c.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""pink""}","1 circle small pink polyp areas, located in the center of the image.",1,7,5,3,2
328,cju2ouil2mssu0993hvxsed6d.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""orange""}","1 circle small orange polyp areas, located in the center of the image.",1,7,5,3,1
329,cju41s6nbleqy0755e2mslg0b.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
330,cju2rmd2rsw9g09888hh1efu0.jpg,"{""number"": 1, ""location"": ""top right"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""orange""}","1 circle small orange polyp areas, located in the top right of the image.",1,13,5,3,1
331,cju83yddek68q0850d2x7zfkm.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the center of the image.",1,7,13,0,2
332,cju422cm8lfxn0818ojicxejb.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""oval"", ""size"": ""small"", ""color"": ""orange""}","1 oval small orange polyp areas, located in the center of the image.",1,7,2,3,1
333,cju2saez63gxl08559ucjq3kt.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""yellow""}","1 round large yellow polyp areas, located in the center of the image.",1,7,13,0,0
334,cju5wtdu4m0im0871mix0yvc0.jpg,"{""number"": 1, ""location"": ""lower abdomen"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""pink""}","1 oval large pink polyp areas, located in the lower abdomen of the image.",1,21,2,0,2
335,cju7dz5yy2i7z0801ausi7rna.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
336,cju3xjqtpikx50817tppy6g84.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""red""}","1 round large red polyp areas, located in the center of the image.",1,7,13,0,6
337,cju8a1jtvpt9m081712iwkca7.jpg,"{""number"": 1, ""location"": ""top left"", ""shape"": ""oval"", ""size"": ""large"", ""color"": ""red""}","1 oval large red polyp areas, located in the top left of the image.",1,8,2,0,6
338,cju30df2j09dd08351ayx2t6w.jpg,"{""number"": 1, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the center of the image.",1,7,13,3,2
339,cju35atpxdjot0855q46aqrd0.jpg,"{""number"": 1, ""location"": ""top center"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the top center of the image.",1,38,13,0,2
340,cju772304yw5t0818vbw8kkjf.jpg,"{""number"": 3, ""location"": ""center"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""orange""}","1 round small orange polyp areas, located in the center of the image.",3,7,13,3,1
341,cju43kj2pm34f0850l28ahpni.jpg,"{""number"": 1, ""location"": ""lower right"", ""shape"": ""round"", ""size"": ""small"", ""color"": ""pink""}","1 round small pink polyp areas, located in the lower right of the image.",1,24,13,3,2
342,cju7d8m3b2e210755l8fj1yph.jpg,"{""number"": 1, ""location"": ""middle of the image"", ""shape"": ""round"", ""size"": ""large"", ""color"": ""pink""}","1 round large pink polyp areas, located in the middle  of the image.",1,15,13,0,2
343,cju7f900s2o0k08175gl1giid.jpg,"{""number"": 1, ""location"": ""left side of the image"", ""shape"": ""circle"", ""size"": ""small"", ""color"": ""pink""}","1 circle small pink polyp areas, located in the left side  of the image.",1,0,5,3,2
